signal
589
457
609
561
429
617
531
534
579
451
618
557
457
429
509
497
466
496
628
574
488
450
532
502
502
538
578
561
512
484
562
536
489
516
535
560
533
507
570
561
506
517
542
603
579
543
522
586
568
490
508
600
593
550
526
548
525
518
481
480
555
572
500
492
553
528
459
460
565
561
520
585
577
469
414
493
518
462
471
532
487
388
413
423
406
523
569
541
545
608
586
525
553
582
546
566
645
594
536
557
545
484
520
581
570
526
579
545
438
509
507
434
510
576
501
537
549
454
495
476
566
585
560
555
565
536
487
523
532
512
594
578
535
540
533
493
480
568
588
543
580
528
500
541
542
490
588
605
509
593
573
471
494
772
655
532
546
518
426
499
579
577
546
626
629
508
439
477
494
442
735
847
835
831
553
497
581
568
591
609
555
448
474
513
519
512
615
607
553
535
558
506
465
484
581
582
557
543
542
484
471
553
559
546
550
583
614
475
537
514
562
493
589
586
620
548
522
484
489
554
553
560
595
559
543
508
537
543
460
534
594
605
542
546
545
489
572
541
475
487
576
600
555
545
572
568
485
452
556
580
541
545
613
590
486
469
544
550
533
625
591
526
487
543
523
481
502
593
609
561
522
1024
1024
1024
1024
1024
1010
820
741
648
535
478
536
519
627
608
548
507
451
513
528
505
488
589
595
533
507
555
1024
1024
1024
1024
1024
1024
1024
810
674
644
536
622
603
567
523
588
590
486
553
586
476
561
475
523
548
553
516
595
569
484
498
533
538
616
543
602
544
482
456
502
549
516
618
598
550
516
509
500
446
548
569
533
586
579
548
473
509
519
457
579
608
547
586
557
513
475
516
541
496
519
502
460
571
622
610
598
607
547
486
521
529
546
606
595
545
535
522
497
486
528
572
574
576
578
546
502
495
508
532
562
583
593
570
547
507
490
488
512
547
579
591
573
547
524
494
498
547
439
534
600
514
629
606
502
561
506
459
507
535
552
565
588
597
482
528
528
446
547
591
544
586
531
468
530
517
477
591
604
538
578
568
497
512
550
573
586
567
553
514
495
500
513
570
581
557
543
525
506
507
532
562
581
602
581
566
530
513
508
511
547
577
585
583
566
529
475
508
535
546
586
576
571
549
499
505
510
522
576
577
586
579
531
516
499
494
533
561
570
590
567
522
489
507
523
545
591
579
566
555
508
489
578
562
535
510
505
508
535
566
585
577
564
541
516
495
508
533
558
583
594
573
545
516
502
499
517
554
580
586
569
545
512
500
495
534
567
588
567
546
508
494
508
532
559
579
573
562
533
512
514
526
557
578
577
564
533
517
499
504
526
572
581
562
542
511
496
500
526
554
570
577
568
537
496
523
517
547
582
577
589
561
510
534
484
531
524
595
579
573
555
542
483
516
508
532
535
610
582
574
506
512
487
504
518
582
577
553
554
499
468
507
549
546
568
579
571
516
512
493
536
489
481
533
568
556
596
588
532
497
517
514
569
592
561
576
576
518
484
514
529
517
590
567
586
559
594
579
504
497
514
508
507
590
604
585
547
484
488
521
532
537
606
602
542
535
559
600
567
557
556
511
475
528
546
521
595
596
554
531
517
508
466
541
595
543
619
601
507
528
478
513
538
584
564
579
585
488
521
531
481
546
589
580
521
488
513
508
502
583
601
553
556
497
478
522
535
531
592
595
546
536
528
488
485
545
560
559
603
585
533
513
512
494
522
568
600
561
573
533
495
480
500
544
547
596
596
533
549
534
464
516
550
535
601
610
536
552
520
456
549
534
590
598
543
556
528
461
525
553
533
570
542
517
497
499
532
554
577
581
578
542
502
505
518
547
573
588
577
546
526
502
507
514
549
577
588
576
552
521
502
499
511
545
577
585
494
478
540
566
556
604
586
520
538
508
477
521
559
590
597
531
524
518
476
517
569
547
600
533
532
522
464
526
567
544
605
602
528
552
524
499
524
555
577
594
572
552
516
502
499
517
553
579
586
578
554
516
502
500
499
542
578
568
605
562
477
553
536
533
521
634
600
567
523
536
496
536
562
556
578
594
560
496
512
511
512
524
595
559
543
544
508
465
531
555
561
570
600
572
517
510
492
523
590
595
553
582
552
481
474
519
576
558
513
493
504
535
545
579
594
571
548
521
500
497
534
568
589
579
579
550
519
500
513
526
582
619
562
552
552
498
476
540
559
537
593
585
514
541
528
478
511
578
581
561
602
588
501
522
512
518
593
610
557
572
565
505
481
525
543
573
596
546
534
543
483
481
543
570
554
591
554
522
500
487
524
546
577
582
586
558
506
514
506
483
573
598
582
561
569
513
471
507
524
543
607
560
542
537
506
475
524
561
550
589
592
516
521
505
497
556
586
566
569
513
496
516
510
493
500
534
556
578
581
570
538
517
500
499
557
577
589
561
548
521
499
505
521
556
573
591
572
552
517
507
499
519
554
579
584
588
544
522
596
570
557
533
502
493
519
541
567
590
581
547
508
495
508
552
565
589
578
560
518
504
502
560
594
583
566
537
517
509
512
536
555
590
589
569
533
508
498
509
526
559
581
579
572
543
514
497
504
521
555
586
590
577
552
516
495
504
513
556
513
500
495
520
548
570
595
572
556
507
507
508
545
572
581
567
547
519
497
494
512
541
574
582
577
557
525
512
499
514
542
579
592
585
506
496
505
533
565
586
591
562
535
500
494
504
531
561
580
588
573
540
507
493
499
530
566
585
573
542
508
500
499
528
567
598
589
566
541
593
581
559
533
505
487
507
538
572
581
590
569
526
493
499
499
495
526
586
602
573
502
558
521
495
520
525
610
618
586
424
616
561
541
501
520
559
596
569
519
478
523
526
549
569
610
591
562
